source,target,data_mb,data_bytes,files
mdifffitid0003382,mconcatfitid0004230,0.000050000,50,2-fit.000023.000037.txt
mdifffitid0003381,mconcatfitid0004230,0.000050000,50,2-fit.000023.000036.txt
mdifffitid0003201,mconcatfitid0004230,0.000291000,291,2-fit.000019.000026.txt
mdifffitid0003200,mconcatfitid0004230,0.000050000,50,2-fit.000019.000025.txt
mdifffitid0003203,mconcatfitid0004230,0.000287000,287,2-fit.000019.000028.txt
mdifffitid0003202,mconcatfitid0004230,0.000295000,295,2-fit.000019.000027.txt
mdifffitid0003205,mconcatfitid0004230,0.000050000,50,2-fit.000019.000030.txt
mdifffitid0003204,mconcatfitid0004230,0.000050000,50,2-fit.000019.000029.txt
mdifffitid0003207,mconcatfitid0004230,0.000050000,50,2-fit.000019.000032.txt
mdifffitid0003206,mconcatfitid0004230,0.000050000,50,2-fit.000019.000031.txt
mdifffitid0003209,mconcatfitid0004230,0.000050000,50,2-fit.000019.000034.txt
mdifffitid0003208,mconcatfitid0004230,0.000050000,50,2-fit.000019.000033.txt
mdifffitid0003210,mconcatfitid0004230,0.000050000,50,2-fit.000019.000035.txt
mdifffitid0003212,mconcatfitid0004230,0.000050000,50,2-fit.000019.000037.txt
mdifffitid0003211,mconcatfitid0004230,0.000050000,50,2-fit.000019.000036.txt
mdifffitid0003214,mconcatfitid0004230,0.000050000,50,2-fit.000019.000039.txt
mdifffitid0003213,mconcatfitid0004230,0.000050000,50,2-fit.000019.000038.txt
mdifffitid0003216,mconcatfitid0004230,0.000050000,50,2-fit.000019.000041.txt
mdifffitid0003215,mconcatfitid0004230,0.000050000,50,2-fit.000019.000040.txt
mdifffitid0003218,mconcatfitid0004230,0.000050000,50,2-fit.000019.000043.txt
mdifffitid0003217,mconcatfitid0004230,0.000050000,50,2-fit.000019.000042.txt
mdifffitid0003219,mconcatfitid0004230,0.000050000,50,2-fit.000019.000044.txt
mdifffitid0003221,mconcatfitid0004230,0.000050000,50,2-fit.000019.000046.txt
mdifffitid0003220,mconcatfitid0004230,0.000050000,50,2-fit.000019.000045.txt
mdifffitid0003223,mconcatfitid0004230,0.000050000,50,2-fit.000019.000048.txt
mdifffitid0003222,mconcatfitid0004230,0.000050000,50,2-fit.000019.000047.txt
mdifffitid0003225,mconcatfitid0004230,0.000050000,50,2-fit.000019.000050.txt
mdifffitid0003224,mconcatfitid0004230,0.000050000,50,2-fit.000019.000049.txt
mdifffitid0003227,mconcatfitid0004230,0.000050000,50,2-fit.000019.000052.txt
mdifffitid0003226,mconcatfitid0004230,0.000050000,50,2-fit.000019.000051.txt
mdifffitid0003229,mconcatfitid0004230,0.000050000,50,2-fit.000019.000054.txt
mdifffitid0003228,mconcatfitid0004230,0.000050000,50,2-fit.000019.000053.txt
mdifffitid0003274,mconcatfitid0004230,0.000050000,50,2-fit.000020.000055.txt
mdifffitid0003273,mconcatfitid0004230,0.000050000,50,2-fit.000020.000054.txt
mdifffitid0003276,mconcatfitid0004230,0.000050000,50,2-fit.000020.000057.txt
mdifffitid0003275,mconcatfitid0004230,0.000050000,50,2-fit.000020.000056.txt
mdifffitid0003278,mconcatfitid0004230,0.000050000,50,2-fit.000020.000059.txt
mdifffitid0003277,mconcatfitid0004230,0.000050000,50,2-fit.000020.000058.txt
mdifffitid0003279,mconcatfitid0004230,0.000050000,50,2-fit.000020.000060.txt
mdifffitid0003270,mconcatfitid0004230,0.000050000,50,2-fit.000020.000051.txt
mdifffitid0003272,mconcatfitid0004230,0.000050000,50,2-fit.000020.000053.txt
mdifffitid0003271,mconcatfitid0004230,0.000050000,50,2-fit.000020.000052.txt
mdifffitid0003285,mconcatfitid0004230,0.000050000,50,2-fit.000021.000023.txt
mdifffitid0003284,mconcatfitid0004230,0.000298000,298,2-fit.000021.000022.txt
mdifffitid0003287,mconcatfitid0004230,0.000050000,50,2-fit.000021.000025.txt
mdifffitid0003286,mconcatfitid0004230,0.000050000,50,2-fit.000021.000024.txt
mdifffitid0003289,mconcatfitid0004230,0.000050000,50,2-fit.000021.000027.txt
mdifffitid0003288,mconcatfitid0004230,0.000050000,50,2-fit.000021.000026.txt
mdifffitid0003281,mconcatfitid0004230,0.000050000,50,2-fit.000020.000062.txt
mdifffitid0003280,mconcatfitid0004230,0.000050000,50,2-fit.000020.000061.txt
mdifffitid0003283,mconcatfitid0004230,0.000050000,50,2-fit.000020.000064.txt
mdifffitid0003282,mconcatfitid0004230,0.000050000,50,2-fit.000020.000063.txt
mdifffitid0003296,mconcatfitid0004230,0.000050000,50,2-fit.000021.000034.txt
mdifffitid0003295,mconcatfitid0004230,0.000050000,50,2-fit.000021.000033.txt
mdifffitid0003298,mconcatfitid0004230,0.000050000,50,2-fit.000021.000036.txt
mdifffitid0003297,mconcatfitid0004230,0.000050000,50,2-fit.000021.000035.txt
mdifffitid0003299,mconcatfitid0004230,0.000050000,50,2-fit.000021.000037.txt
mdifffitid0003290,mconcatfitid0004230,0.000287000,287,2-fit.000021.000028.txt
mdifffitid0003292,mconcatfitid0004230,0.000290000,290,2-fit.000021.000030.txt
mdifffitid0003291,mconcatfitid0004230,0.000293000,293,2-fit.000021.000029.txt
mdifffitid0003294,mconcatfitid0004230,0.000050000,50,2-fit.000021.000032.txt
mdifffitid0003293,mconcatfitid0004230,0.000050000,50,2-fit.000021.000031.txt
mdifffitid0003230,mconcatfitid0004230,0.000050000,50,2-fit.000019.000055.txt
mdifffitid0003232,mconcatfitid0004230,0.000050000,50,2-fit.000019.000057.txt
mdifffitid0003231,mconcatfitid0004230,0.000050000,50,2-fit.000019.000056.txt
mdifffitid0003234,mconcatfitid0004230,0.000050000,50,2-fit.000019.000059.txt
mdifffitid0003233,mconcatfitid0004230,0.000050000,50,2-fit.000019.000058.txt
mdifffitid0003236,mconcatfitid0004230,0.000050000,50,2-fit.000019.000061.txt
mdifffitid0003235,mconcatfitid0004230,0.000050000,50,2-fit.000019.000060.txt
mdifffitid0003238,mconcatfitid0004230,0.000050000,50,2-fit.000019.000063.txt
mdifffitid0003237,mconcatfitid0004230,0.000050000,50,2-fit.000019.000062.txt
mdifffitid0003239,mconcatfitid0004230,0.000050000,50,2-fit.000019.000064.txt
mdifffitid0003241,mconcatfitid0004230,0.000050000,50,2-fit.000020.000022.txt
mdifffitid0003240,mconcatfitid0004230,0.000293000,293,2-fit.000020.000021.txt
mdifffitid0003243,mconcatfitid0004230,0.000050000,50,2-fit.000020.000024.txt
mdifffitid0003242,mconcatfitid0004230,0.000050000,50,2-fit.000020.000023.txt
mdifffitid0003245,mconcatfitid0004230,0.000050000,50,2-fit.000020.000026.txt
mdifffitid0003244,mconcatfitid0004230,0.000050000,50,2-fit.000020.000025.txt
mdifffitid0003247,mconcatfitid0004230,0.000292000,292,2-fit.000020.000028.txt
mdifffitid0003246,mconcatfitid0004230,0.000287000,287,2-fit.000020.000027.txt
mdifffitid0003249,mconcatfitid0004230,0.000050000,50,2-fit.000020.000030.txt
mdifffitid0003248,mconcatfitid0004230,0.000286000,286,2-fit.000020.000029.txt
mdifffitid0003252,mconcatfitid0004230,0.000050000,50,2-fit.000020.000033.txt
mdifffitid0003251,mconcatfitid0004230,0.000050000,50,2-fit.000020.000032.txt
mdifffitid0003254,mconcatfitid0004230,0.000050000,50,2-fit.000020.000035.txt
mdifffitid0003253,mconcatfitid0004230,0.000050000,50,2-fit.000020.000034.txt
mdifffitid0003256,mconcatfitid0004230,0.000050000,50,2-fit.000020.000037.txt
mdifffitid0003255,mconcatfitid0004230,0.000050000,50,2-fit.000020.000036.txt
mdifffitid0003258,mconcatfitid0004230,0.000050000,50,2-fit.000020.000039.txt
mdifffitid0003257,mconcatfitid0004230,0.000050000,50,2-fit.000020.000038.txt
mdifffitid0003259,mconcatfitid0004230,0.000050000,50,2-fit.000020.000040.txt
mdifffitid0003250,mconcatfitid0004230,0.000050000,50,2-fit.000020.000031.txt
mdifffitid0003263,mconcatfitid0004230,0.000050000,50,2-fit.000020.000044.txt
mdifffitid0003262,mconcatfitid0004230,0.000050000,50,2-fit.000020.000043.txt
mdifffitid0003265,mconcatfitid0004230,0.000050000,50,2-fit.000020.000046.txt
mdifffitid0003264,mconcatfitid0004230,0.000050000,50,2-fit.000020.000045.txt
mdifffitid0003267,mconcatfitid0004230,0.000050000,50,2-fit.000020.000048.txt
mdifffitid0003266,mconcatfitid0004230,0.000050000,50,2-fit.000020.000047.txt
mdifffitid0003269,mconcatfitid0004230,0.000050000,50,2-fit.000020.000050.txt
mdifffitid0003268,mconcatfitid0004230,0.000050000,50,2-fit.000020.000049.txt
mdifffitid0003261,mconcatfitid0004230,0.000050000,50,2-fit.000020.000042.txt
mdifffitid0003260,mconcatfitid0004230,0.000050000,50,2-fit.000020.000041.txt
mdifffitid0003100,mconcatfitid0004230,0.000050000,50,2-fit.000016.000063.txt
mdifffitid0003102,mconcatfitid0004230,0.000273000,273,2-fit.000017.000018.txt
mdifffitid0003101,mconcatfitid0004230,0.000050000,50,2-fit.000016.000064.txt
mdifffitid0003104,mconcatfitid0004230,0.000050000,50,2-fit.000017.000020.txt
mdifffitid0003103,mconcatfitid0004230,0.000050000,50,2-fit.000017.000019.txt
mdifffitid0003106,mconcatfitid0004230,0.000050000,50,2-fit.000017.000022.txt
mdifffitid0003105,mconcatfitid0004230,0.000050000,50,2-fit.000017.000021.txt
mdifffitid0003108,mconcatfitid0004230,0.000050000,50,2-fit.000017.000024.txt
mdifffitid0003107,mconcatfitid0004230,0.000050000,50,2-fit.000017.000023.txt
mdifffitid0003109,mconcatfitid0004230,0.000291000,291,2-fit.000017.000025.txt
mdifffitid0003197,mconcatfitid0004230,0.000050000,50,2-fit.000019.000022.txt
mdifffitid0003196,mconcatfitid0004230,0.000050000,50,2-fit.000019.000021.txt
mdifffitid0003199,mconcatfitid0004230,0.000050000,50,2-fit.000019.000024.txt
mdifffitid0003198,mconcatfitid0004230,0.000050000,50,2-fit.000019.000023.txt
mdifffitid0003191,mconcatfitid0004230,0.000050000,50,2-fit.000018.000061.txt
mdifffitid0003190,mconcatfitid0004230,0.000050000,50,2-fit.000018.000060.txt
mdifffitid0003193,mconcatfitid0004230,0.000050000,50,2-fit.000018.000063.txt
mdifffitid0003192,mconcatfitid0004230,0.000050000,50,2-fit.000018.000062.txt
mdifffitid0003195,mconcatfitid0004230,0.000298000,298,2-fit.000019.000020.txt
mdifffitid0003194,mconcatfitid0004230,0.000050000,50,2-fit.000018.000064.txt
mdifffitid0003153,mconcatfitid0004230,0.000050000,50,2-fit.000018.000023.txt
mdifffitid0003152,mconcatfitid0004230,0.000050000,50,2-fit.000018.000022.txt
mdifffitid0003155,mconcatfitid0004230,0.000265000,265,2-fit.000018.000025.txt
mdifffitid0003154,mconcatfitid0004230,0.000050000,50,2-fit.000018.000024.txt
mdifffitid0003157,mconcatfitid0004230,0.000293000,293,2-fit.000018.000027.txt
mdifffitid0003156,mconcatfitid0004230,0.000296000,296,2-fit.000018.000026.txt
mdifffitid0003159,mconcatfitid0004230,0.000050000,50,2-fit.000018.000029.txt
mdifffitid0003158,mconcatfitid0004230,0.000050000,50,2-fit.000018.000028.txt
mdifffitid0003151,mconcatfitid0004230,0.000050000,50,2-fit.000018.000021.txt
mdifffitid0003150,mconcatfitid0004230,0.000050000,50,2-fit.000018.000020.txt
mdifffitid0003164,mconcatfitid0004230,0.000050000,50,2-fit.000018.000034.txt
mdifffitid0003163,mconcatfitid0004230,0.000050000,50,2-fit.000018.000033.txt
mdifffitid0003166,mconcatfitid0004230,0.000050000,50,2-fit.000018.000036.txt
mdifffitid0003165,mconcatfitid0004230,0.000050000,50,2-fit.000018.000035.txt
mdifffitid0003168,mconcatfitid0004230,0.000050000,50,2-fit.000018.000038.txt
mdifffitid0003167,mconcatfitid0004230,0.000050000,50,2-fit.000018.000037.txt
mdifffitid0003169,mconcatfitid0004230,0.000050000,50,2-fit.000018.000039.txt
mdifffitid0003160,mconcatfitid0004230,0.000050000,50,2-fit.000018.000030.txt
mdifffitid0003162,mconcatfitid0004230,0.000050000,50,2-fit.000018.000032.txt
mdifffitid0003161,mconcatfitid0004230,0.000050000,50,2-fit.000018.000031.txt
mdifffitid0003175,mconcatfitid0004230,0.000050000,50,2-fit.000018.000045.txt
mdifffitid0003174,mconcatfitid0004230,0.000050000,50,2-fit.000018.000044.txt
mdifffitid0003177,mconcatfitid0004230,0.000050000,50,2-fit.000018.000047.txt
mdifffitid0003176,mconcatfitid0004230,0.000050000,50,2-fit.000018.000046.txt
mdifffitid0003179,mconcatfitid0004230,0.000050000,50,2-fit.000018.000049.txt
mdifffitid0003178,mconcatfitid0004230,0.000050000,50,2-fit.000018.000048.txt
mdifffitid0003171,mconcatfitid0004230,0.000050000,50,2-fit.000018.000041.txt
mdifffitid0003170,mconcatfitid0004230,0.000050000,50,2-fit.000018.000040.txt
mdifffitid0003173,mconcatfitid0004230,0.000050000,50,2-fit.000018.000043.txt
mdifffitid0003172,mconcatfitid0004230,0.000050000,50,2-fit.000018.000042.txt
mdifffitid0003186,mconcatfitid0004230,0.000050000,50,2-fit.000018.000056.txt
mdifffitid0003185,mconcatfitid0004230,0.000050000,50,2-fit.000018.000055.txt
mdifffitid0003188,mconcatfitid0004230,0.000050000,50,2-fit.000018.000058.txt
mdifffitid0003187,mconcatfitid0004230,0.000050000,50,2-fit.000018.000057.txt
mdifffitid0003189,mconcatfitid0004230,0.000050000,50,2-fit.000018.000059.txt
mdifffitid0003180,mconcatfitid0004230,0.000050000,50,2-fit.000018.000050.txt
mdifffitid0003182,mconcatfitid0004230,0.000050000,50,2-fit.000018.000052.txt
mdifffitid0003181,mconcatfitid0004230,0.000050000,50,2-fit.000018.000051.txt
mdifffitid0003184,mconcatfitid0004230,0.000050000,50,2-fit.000018.000054.txt
mdifffitid0003183,mconcatfitid0004230,0.000050000,50,2-fit.000018.000053.txt
mdifffitid0003111,mconcatfitid0004230,0.000050000,50,2-fit.000017.000027.txt
mdifffitid0003110,mconcatfitid0004230,0.000269000,269,2-fit.000017.000026.txt
mdifffitid0003113,mconcatfitid0004230,0.000050000,50,2-fit.000017.000029.txt
mdifffitid0003112,mconcatfitid0004230,0.000050000,50,2-fit.000017.000028.txt
mdifffitid0003115,mconcatfitid0004230,0.000050000,50,2-fit.000017.000031.txt
mdifffitid0003114,mconcatfitid0004230,0.000050000,50,2-fit.000017.000030.txt
mdifffitid0003117,mconcatfitid0004230,0.000050000,50,2-fit.000017.000033.txt
mdifffitid0003116,mconcatfitid0004230,0.000050000,50,2-fit.000017.000032.txt
mdifffitid0003119,mconcatfitid0004230,0.000050000,50,2-fit.000017.000035.txt
mdifffitid0003118,mconcatfitid0004230,0.000050000,50,2-fit.000017.000034.txt
mdifffitid0003120,mconcatfitid0004230,0.000050000,50,2-fit.000017.000036.txt
mdifffitid0003122,mconcatfitid0004230,0.000050000,50,2-fit.000017.000038.txt
mdifffitid0003121,mconcatfitid0004230,0.000050000,50,2-fit.000017.000037.txt
mdifffitid0003124,mconcatfitid0004230,0.000050000,50,2-fit.000017.000040.txt
mdifffitid0003123,mconcatfitid0004230,0.000050000,50,2-fit.000017.000039.txt
mdifffitid0003126,mconcatfitid0004230,0.000050000,50,2-fit.000017.000042.txt
mdifffitid0003125,mconcatfitid0004230,0.000050000,50,2-fit.000017.000041.txt
mdifffitid0003128,mconcatfitid0004230,0.000050000,50,2-fit.000017.000044.txt
mdifffitid0003127,mconcatfitid0004230,0.000050000,50,2-fit.000017.000043.txt
mdifffitid0003129,mconcatfitid0004230,0.000050000,50,2-fit.000017.000045.txt
mdifffitid0003131,mconcatfitid0004230,0.000050000,50,2-fit.000017.000047.txt
mdifffitid0003130,mconcatfitid0004230,0.000050000,50,2-fit.000017.000046.txt
mdifffitid0003133,mconcatfitid0004230,0.000050000,50,2-fit.000017.000049.txt
mdifffitid0003132,mconcatfitid0004230,0.000050000,50,2-fit.000017.000048.txt
mdifffitid0003135,mconcatfitid0004230,0.000050000,50,2-fit.000017.000051.txt
mdifffitid0003134,mconcatfitid0004230,0.000050000,50,2-fit.000017.000050.txt
mdifffitid0003137,mconcatfitid0004230,0.000050000,50,2-fit.000017.000053.txt
mdifffitid0003136,mconcatfitid0004230,0.000050000,50,2-fit.000017.000052.txt
mdifffitid0003139,mconcatfitid0004230,0.000050000,50,2-fit.000017.000055.txt
mdifffitid0003138,mconcatfitid0004230,0.000050000,50,2-fit.000017.000054.txt
mdifffitid0003142,mconcatfitid0004230,0.000050000,50,2-fit.000017.000058.txt
mdifffitid0003141,mconcatfitid0004230,0.000050000,50,2-fit.000017.000057.txt
mdifffitid0003144,mconcatfitid0004230,0.000050000,50,2-fit.000017.000060.txt
mdifffitid0003143,mconcatfitid0004230,0.000050000,50,2-fit.000017.000059.txt
mdifffitid0003146,mconcatfitid0004230,0.000050000,50,2-fit.000017.000062.txt
mdifffitid0003145,mconcatfitid0004230,0.000050000,50,2-fit.000017.000061.txt
mdifffitid0003148,mconcatfitid0004230,0.000050000,50,2-fit.000017.000064.txt
mdifffitid0003147,mconcatfitid0004230,0.000050000,50,2-fit.000017.000063.txt
mdifffitid0003149,mconcatfitid0004230,0.000298000,298,2-fit.000018.000019.txt
mdifffitid0003140,mconcatfitid0004230,0.000050000,50,2-fit.000017.000056.txt
mdifffitid0002580,mconcatfitid0004230,0.000050000,50,2-fit.000007.000011.txt
mdifffitid0002581,mconcatfitid0004230,0.000050000,50,2-fit.000007.000012.txt
mdifffitid0002582,mconcatfitid0004230,0.000050000,50,2-fit.000007.000013.txt
mdifffitid0002583,mconcatfitid0004230,0.000287000,287,2-fit.000007.000014.txt
mdifffitid0002584,mconcatfitid0004230,0.000286000,286,2-fit.000007.000015.txt
mdifffitid0002585,mconcatfitid0004230,0.000050000,50,2-fit.000007.000016.txt
mdifffitid0002586,mconcatfitid0004230,0.000050000,50,2-fit.000007.000017.txt
mdifffitid0002587,mconcatfitid0004230,0.000050000,50,2-fit.000007.000018.txt
mdifffitid0002588,mconcatfitid0004230,0.000050000,50,2-fit.000007.000019.txt
mdifffitid0002589,mconcatfitid0004230,0.000050000,50,2-fit.000007.000020.txt
mdifffitid0002591,mconcatfitid0004230,0.000050000,50,2-fit.000007.000022.txt
mdifffitid0002592,mconcatfitid0004230,0.000050000,50,2-fit.000007.000023.txt
mdifffitid0002593,mconcatfitid0004230,0.000050000,50,2-fit.000007.000024.txt
mdifffitid0002594,mconcatfitid0004230,0.000050000,50,2-fit.000007.000025.txt
mdifffitid0002595,mconcatfitid0004230,0.000050000,50,2-fit.000007.000026.txt
mdifffitid0002596,mconcatfitid0004230,0.000050000,50,2-fit.000007.000027.txt
mdifffitid0002597,mconcatfitid0004230,0.000050000,50,2-fit.000007.000028.txt
mdifffitid0002598,mconcatfitid0004230,0.000050000,50,2-fit.000007.000029.txt
mdifffitid0002599,mconcatfitid0004230,0.000050000,50,2-fit.000007.000030.txt
mdifffitid0002590,mconcatfitid0004230,0.000050000,50,2-fit.000007.000021.txt
mdifffitid0003870,mconcatfitid0004230,0.000050000,50,2-fit.000037.000056.txt
mdifffitid0002540,mconcatfitid0004230,0.000050000,50,2-fit.000006.000028.txt
mdifffitid0003872,mconcatfitid0004230,0.000050000,50,2-fit.000037.000058.txt
mdifffitid0002541,mconcatfitid0004230,0.000050000,50,2-fit.000006.000029.txt
mdifffitid0003871,mconcatfitid0004230,0.000050000,50,2-fit.000037.000057.txt
mdifffitid0002542,mconcatfitid0004230,0.000050000,50,2-fit.000006.000030.txt
mdifffitid0003874,mconcatfitid0004230,0.000050000,50,2-fit.000037.000060.txt
mdifffitid0002543,mconcatfitid0004230,0.000050000,50,2-fit.000006.000031.txt
mdifffitid0003873,mconcatfitid0004230,0.000050000,50,2-fit.000037.000059.txt
mdifffitid0002544,mconcatfitid0004230,0.000050000,50,2-fit.000006.000032.txt
mdifffitid0003876,mconcatfitid0004230,0.000050000,50,2-fit.000037.000062.txt
mdifffitid0002545,mconcatfitid0004230,0.000050000,50,2-fit.000006.000033.txt
mdifffitid0003875,mconcatfitid0004230,0.000050000,50,2-fit.000037.000061.txt
mdifffitid0002546,mconcatfitid0004230,0.000050000,50,2-fit.000006.000034.txt
mdifffitid0003878,mconcatfitid0004230,0.000050000,50,2-fit.000037.000064.txt
mdifffitid0002547,mconcatfitid0004230,0.000050000,50,2-fit.000006.000035.txt
mdifffitid0003877,mconcatfitid0004230,0.000050000,50,2-fit.000037.000063.txt
mdifffitid0002548,mconcatfitid0004230,0.000050000,50,2-fit.000006.000036.txt
mdifffitid0002549,mconcatfitid0004230,0.000050000,50,2-fit.000006.000037.txt
mdifffitid0003879,mconcatfitid0004230,0.000275000,275,2-fit.000038.000039.txt
mdifffitid0003881,mconcatfitid0004230,0.000050000,50,2-fit.000038.000041.txt
mdifffitid0002550,mconcatfitid0004230,0.000050000,50,2-fit.000006.000038.txt
mdifffitid0003880,mconcatfitid0004230,0.000050000,50,2-fit.000038.000040.txt
mdifffitid0002551,mconcatfitid0004230,0.000050000,50,2-fit.000006.000039.txt
mdifffitid0003883,mconcatfitid0004230,0.000050000,50,2-fit.000038.000043.txt
mdifffitid0002552,mconcatfitid0004230,0.000050000,50,2-fit.000006.000040.txt
mdifffitid0003882,mconcatfitid0004230,0.000050000,50,2-fit.000038.000042.txt
mdifffitid0002553,mconcatfitid0004230,0.000050000,50,2-fit.000006.000041.txt
mdifffitid0003885,mconcatfitid0004230,0.000289000,289,2-fit.000038.000045.txt
mdifffitid0002554,mconcatfitid0004230,0.000050000,50,2-fit.000006.000042.txt
mdifffitid0003884,mconcatfitid0004230,0.000050000,50,2-fit.000038.000044.txt
mdifffitid0002555,mconcatfitid0004230,0.000050000,50,2-fit.000006.000043.txt
mdifffitid0003887,mconcatfitid0004230,0.000290000,290,2-fit.000038.000047.txt
mdifffitid0002556,mconcatfitid0004230,0.000050000,50,2-fit.000006.000044.txt
mdifffitid0003886,mconcatfitid0004230,0.000297000,297,2-fit.000038.000046.txt
mdifffitid0002557,mconcatfitid0004230,0.000050000,50,2-fit.000006.000045.txt
mdifffitid0003889,mconcatfitid0004230,0.000050000,50,2-fit.000038.000049.txt
mdifffitid0002558,mconcatfitid0004230,0.000050000,50,2-fit.000006.000046.txt
mdifffitid0003888,mconcatfitid0004230,0.000050000,50,2-fit.000038.000048.txt
mdifffitid0002559,mconcatfitid0004230,0.000050000,50,2-fit.000006.000047.txt
mdifffitid0003890,mconcatfitid0004230,0.000050000,50,2-fit.000038.000050.txt
mdifffitid0002560,mconcatfitid0004230,0.000050000,50,2-fit.000006.000048.txt
mdifffitid0003892,mconcatfitid0004230,0.000050000,50,2-fit.000038.000052.txt
mdifffitid0002561,mconcatfitid0004230,0.000050000,50,2-fit.000006.000049.txt
mdifffitid0003891,mconcatfitid0004230,0.000050000,50,2-fit.000038.000051.txt
mdifffitid0002562,mconcatfitid0004230,0.000050000,50,2-fit.000006.000050.txt
mdifffitid0003894,mconcatfitid0004230,0.000050000,50,2-fit.000038.000054.txt
mdifffitid0002563,mconcatfitid0004230,0.000050000,50,2-fit.000006.000051.txt
mdifffitid0003893,mconcatfitid0004230,0.000050000,50,2-fit.000038.000053.txt
mdifffitid0002564,mconcatfitid0004230,0.000050000,50,2-fit.000006.000052.txt
mdifffitid0003896,mconcatfitid0004230,0.000050000,50,2-fit.000038.000056.txt
mdifffitid0002565,mconcatfitid0004230,0.000050000,50,2-fit.000006.000053.txt
mdifffitid0003895,mconcatfitid0004230,0.000050000,50,2-fit.000038.000055.txt
mdifffitid0002566,mconcatfitid0004230,0.000050000,50,2-fit.000006.000054.txt
mdifffitid0003898,mconcatfitid0004230,0.000050000,50,2-fit.000038.000058.txt
mdifffitid0002567,mconcatfitid0004230,0.000050000,50,2-fit.000006.000055.txt
mdifffitid0003897,mconcatfitid0004230,0.000050000,50,2-fit.000038.000057.txt
mdifffitid0002568,mconcatfitid0004230,0.000050000,50,2-fit.000006.000056.txt
mdifffitid0002569,mconcatfitid0004230,0.000050000,50,2-fit.000006.000057.txt
mdifffitid0003899,mconcatfitid0004230,0.000050000,50,2-fit.000038.000059.txt
mdifffitid0002570,mconcatfitid0004230,0.000050000,50,2-fit.000006.000058.txt
mdifffitid0002571,mconcatfitid0004230,0.000050000,50,2-fit.000006.000059.txt
mdifffitid0002572,mconcatfitid0004230,0.000050000,50,2-fit.000006.000060.txt
mdifffitid0002573,mconcatfitid0004230,0.000050000,50,2-fit.000006.000061.txt
mdifffitid0002574,mconcatfitid0004230,0.000050000,50,2-fit.000006.000062.txt
mdifffitid0002575,mconcatfitid0004230,0.000050000,50,2-fit.000006.000063.txt
mdifffitid0002576,mconcatfitid0004230,0.000050000,50,2-fit.000006.000064.txt
mdifffitid0002577,mconcatfitid0004230,0.000050000,50,2-fit.000007.000008.txt
mdifffitid0002578,mconcatfitid0004230,0.000050000,50,2-fit.000007.000009.txt
mdifffitid0002579,mconcatfitid0004230,0.000050000,50,2-fit.000007.000010.txt
mdifffitid0003830,mconcatfitid0004230,0.000290000,290,2-fit.000036.000043.txt
mdifffitid0002500,mconcatfitid0004230,0.000050000,50,2-fit.000005.000046.txt
mdifffitid0003832,mconcatfitid0004230,0.000286000,286,2-fit.000036.000045.txt
mdifffitid0002501,mconcatfitid0004230,0.000050000,50,2-fit.000005.000047.txt
mdifffitid0003831,mconcatfitid0004230,0.000293000,293,2-fit.000036.000044.txt
mdifffitid0002502,mconcatfitid0004230,0.000050000,50,2-fit.000005.000048.txt
mdifffitid0003834,mconcatfitid0004230,0.000050000,50,2-fit.000036.000047.txt
mdifffitid0002503,mconcatfitid0004230,0.000050000,50,2-fit.000005.000049.txt
mdifffitid0003833,mconcatfitid0004230,0.000050000,50,2-fit.000036.000046.txt
mdifffitid0002504,mconcatfitid0004230,0.000050000,50,2-fit.000005.000050.txt
mdifffitid0003836,mconcatfitid0004230,0.000050000,50,2-fit.000036.000049.txt
mdifffitid0002505,mconcatfitid0004230,0.000050000,50,2-fit.000005.000051.txt
mdifffitid0003835,mconcatfitid0004230,0.000050000,50,2-fit.000036.000048.txt
mdifffitid0002506,mconcatfitid0004230,0.000050000,50,2-fit.000005.000052.txt
mdifffitid0003838,mconcatfitid0004230,0.000050000,50,2-fit.000036.000051.txt
mdifffitid0002507,mconcatfitid0004230,0.000050000,50,2-fit.000005.000053.txt
mdifffitid0003837,mconcatfitid0004230,0.000050000,50,2-fit.000036.000050.txt
mdifffitid0003829,mconcatfitid0004230,0.000050000,50,2-fit.000036.000042.txt
mdifffitid0003828,mconcatfitid0004230,0.000050000,50,2-fit.000036.000041.txt
mdifffitid0003841,mconcatfitid0004230,0.000050000,50,2-fit.000036.000054.txt
mdifffitid0002510,mconcatfitid0004230,0.000050000,50,2-fit.000005.000056.txt
mdifffitid0003840,mconcatfitid0004230,0.000050000,50,2-fit.000036.000053.txt
mdifffitid0002511,mconcatfitid0004230,0.000050000,50,2-fit.000005.000057.txt
mdifffitid0003843,mconcatfitid0004230,0.000050000,50,2-fit.000036.000056.txt
mdifffitid0002512,mconcatfitid0004230,0.000050000,50,2-fit.000005.000058.txt
mdifffitid0003842,mconcatfitid0004230,0.000050000,50,2-fit.000036.000055.txt
mdifffitid0002513,mconcatfitid0004230,0.000050000,50,2-fit.000005.000059.txt
mdifffitid0003845,mconcatfitid0004230,0.000050000,50,2-fit.000036.000058.txt
mdifffitid0002514,mconcatfitid0004230,0.000050000,50,2-fit.000005.000060.txt
mdifffitid0003844,mconcatfitid0004230,0.000050000,50,2-fit.000036.000057.txt
mdifffitid0002515,mconcatfitid0004230,0.000050000,50,2-fit.000005.000061.txt
mdifffitid0003847,mconcatfitid0004230,0.000050000,50,2-fit.000036.000060.txt
mdifffitid0002516,mconcatfitid0004230,0.000050000,50,2-fit.000005.000062.txt
